timestamp,airTemperature_panther,cloudCoverage_panther,dewTemperature_panther,precipDepth1HR_panther,precipDepth6HR_panther,seaLvlPressure_panther,windDirection_panther,windSpeed_panther,airTemperature_robin,cloudCoverage_robin,dewTemperature_robin,precipDepth1HR_robin,precipDepth6HR_robin,seaLvlPressure_robin,windDirection_robin,windSpeed_robin,airTemperature_crow,cloudCoverage_crow,dewTemperature_crow,precipDepth1HR_crow,precipDepth6HR_crow,seaLvlPressure_crow,windDirection_crow,windSpeed_crow,airTemperature_fox,cloudCoverage_fox,dewTemperature_fox,precipDepth1HR_fox,precipDepth6HR_fox,seaLvlPressure_fox,windDirection_fox,windSpeed_fox,airTemperature_moose,cloudCoverage_moose,dewTemperature_moose,precipDepth1HR_moose,precipDepth6HR_moose,seaLvlPressure_moose,windDirection_moose,windSpeed_moose,airTemperature_shrew,cloudCoverage_shrew,dewTemperature_shrew,precipDepth1HR_shrew,precipDepth6HR_shrew,seaLvlPressure_shrew,windDirection_shrew,windSpeed_shrew,airTemperature_mouse,cloudCoverage_mouse,dewTemperature_mouse,precipDepth1HR_mouse,precipDepth6HR_mouse,seaLvlPressure_mouse,windDirection_mouse,windSpeed_mouse
2016-01-01,23.291666666666668,5.6,19.625,-0.125,0.0,1018.6636363636363,150.41666666666666,2.5208333333333335,5.3875,0.0,3.8791666666666664,,0.0,1016.9416666666666,116.66666666666667,4.470833333333333,-1.7874999999999999,,-3.595833333333333,3.75,3.25,1011.6708333333332,236.25,3.6666666666666665,10.200000000000001,1.0,-2.8041666666666667,0.0,,1018.5124999999999,47.083333333333336,0.4708333333333334,-1.7874999999999999,,-3.595833333333333,3.75,3.25,1011.6708333333332,236.25,3.6666666666666665,5.3875,0.0,3.8791666666666664,,0.0,1016.9416666666666,116.66666666666667,4.470833333333333,5.3875,0.0,3.8791666666666664,,0.0,1016.9416666666666,116.66666666666667,4.470833333333333
2016-01-02,18.3625,6.4,14.15,-0.041666666666666664,0.0,1018.8333333333334,157.5,4.133333333333334,9.783333333333333,,9.183333333333334,,15.0,998.0875,166.66666666666666,7.241666666666666,-2.1083333333333334,,-4.729166666666667,,0.0,1010.0791666666668,229.16666666666666,5.133333333333334,14.5,2.1666666666666665,-0.10833333333333335,0.0,,1018.9833333333332,92.5,3.783333333333333,-2.1083333333333334,,-4.729166666666667,,0.0,1010.0791666666668,229.16666666666666,5.133333333333334,9.783333333333333,,9.183333333333334,,15.0,998.0875,166.66666666666666,7.241666666666666,9.783333333333333,,9.183333333333334,,15.0,998.0875,166.66666666666666,7.241666666666666
2016-01-03,13.641666666666666,8.0,11.825000000000001,1.1666666666666667,7.333333333333333,1016.7478260869566,314.1666666666667,4.829166666666667,7.954166666666667,0.0,6.6875,,6.0,991.8375,187.91666666666666,5.633333333333333,-4.591304347826087,,-7.226086956521739,5.333333333333333,7.5,1007.5956521739131,270.4347826086956,4.6869565217391305,15.991666666666667,3.6,-0.4791666666666667,0.0,,1015.8375,86.25,4.158333333333333,-4.591304347826087,,-7.226086956521739,5.333333333333333,7.5,1007.5956521739131,270.4347826086956,4.6869565217391305,7.954166666666667,0.0,6.6875,,6.0,991.8375,187.91666666666666,5.633333333333333,7.954166666666667,0.0,6.6875,,6.0,991.8375,187.91666666666666,5.633333333333333
2016-01-04,12.920833333333334,1.5555555555555556,3.504166666666667,0.0,10.0,1016.5,283.3333333333333,4.541666666666667,7.841666666666666,0.0,6.508333333333333,,0.0,982.7666666666668,177.08333333333334,4.145833333333333,-15.4,,-18.9,2.0,,1020.5,320.0,5.1,14.120833333333332,6.5,5.404166666666666,2.7916666666666665,24.333333333333332,1010.7291666666666,125.0,3.6041666666666665,-15.4,,-18.9,2.0,,1020.5,320.0,5.1,7.841666666666666,0.0,6.508333333333333,,0.0,982.7666666666668,177.08333333333334,4.145833333333333,7.841666666666666,0.0,6.508333333333333,,0.0,982.7666666666668,177.08333333333334,4.145833333333333
2016-01-05,14.6875,2.142857142857143,7.991666666666667,0.0,,1023.5041666666666,115.41666666666667,6.2625,7.904166666666666,,7.058333333333334,,0.5,984.7125,175.41666666666666,2.75,-12.733333333333334,,-17.266666666666666,,,1032.3666666666666,186.66666666666666,2.6333333333333333,12.454166666666666,8.0,10.595833333333333,0.75,6.5,1012.7086956521739,105.41666666666667,3.6999999999999997,-12.733333333333334,,-17.266666666666666,,,1032.3666666666666,186.66666666666666,2.6333333333333333,7.904166666666666,,7.058333333333334,,0.5,984.7125,175.41666666666666,2.75,7.904166666666666,,7.058333333333334,,0.5,984.7125,175.41666666666666,2.75
2016-01-06,15.454166666666666,7.5,13.170833333333334,-0.08333333333333333,1.3333333333333333,1021.1999999999999,281.6666666666667,5.570833333333333,6.341666666666666,,5.958333333333333,,1.0,994.2333333333332,193.33333333333334,2.0083333333333333,-5.531578947368421,,-8.921052631578947,,0.0,1027.1631578947367,226.21052631578948,2.594736842105263,12.733333333333334,5.666666666666667,7.0375000000000005,1.5416666666666667,13.0,1013.0124999999999,175.0,3.2458333333333336,-5.531578947368421,,-8.921052631578947,,0.0,1027.1631578947367,226.21052631578948,2.594736842105263,6.341666666666666,,5.958333333333333,,1.0,994.2333333333332,193.33333333333334,2.0083333333333333,6.341666666666666,,5.958333333333333,,1.0,994.2333333333332,193.33333333333334,2.0083333333333333
2016-01-07,16.933333333333334,6.8,14.325000000000001,-0.16666666666666666,-1.0,1016.3086956521738,229.0909090909091,3.3666666666666667,7.1000000000000005,0.0,4.5375000000000005,,30.0,988.8541666666666,215.0,6.645833333333333,-5.25,,-6.6695652173913045,,0.0,1025.4375,179.58333333333334,1.1833333333333333,10.1625,7.5,7.433333333333334,6.291666666666667,38.25,1010.9541666666668,137.91666666666666,3.0041666666666664,-5.25,,-6.6695652173913045,,0.0,1025.4375,179.58333333333334,1.1833333333333333,7.1000000000000005,0.0,4.5375000000000005,,30.0,988.8541666666666,215.0,6.645833333333333,7.1000000000000005,0.0,4.5375000000000005,,30.0,988.8541666666666,215.0,6.645833333333333
2016-01-08,17.5625,6.428571428571429,16.304166666666667,3.0416666666666665,27.666666666666668,1013.3130434782609,73.75,2.1083333333333334,5.833333333333333,0.0,4.220833333333333,,-0.5,999.2916666666666,191.25,3.6374999999999997,-4.945833333333334,,-6.7875000000000005,,0.0,1022.2208333333333,76.25,2.908333333333333,9.887500000000001,5.6,5.158333333333333,-0.16666666666666666,-0.6666666666666666,1013.2958333333332,128.69565217391303,1.9291666666666665,-4.945833333333334,,-6.7875000000000005,,0.0,1022.2208333333333,76.25,2.908333333333333,5.833333333333333,0.0,4.220833333333333,,-0.5,999.2916666666666,191.25,3.6374999999999997,5.833333333333333,0.0,4.220833333333333,,-0.5,999.2916666666666,191.25,3.6374999999999997
2016-01-09,17.662499999999998,8.625,16.4375,2.3333333333333335,40.0,1011.6750000000001,107.08333333333333,1.9875,8.741666666666667,,7.233333333333333,,3.0,990.2086956521739,171.66666666666666,5.691666666666666,1.1208333333333333,,0.13333333333333336,4.090909090909091,10.75,1015.4708333333333,89.58333333333333,2.5416666666666665,9.766666666666667,1.565217391304348,4.5,0.0,,1020.6958333333333,98.26086956521739,1.7708333333333333,1.1208333333333333,,0.13333333333333336,4.090909090909091,10.75,1015.4708333333333,89.58333333333333,2.5416666666666665,8.741666666666667,,7.233333333333333,,3.0,990.2086956521739,171.66666666666666,5.691666666666666,8.741666666666667,,7.233333333333333,,3.0,990.2086956521739,171.66666666666666,5.691666666666666
2016-01-10,18.075,6.5,14.629166666666668,0.0,20.0,1013.6583333333333,260.4166666666667,4.5375,6.2250000000000005,0.0,3.779166666666667,,20.0,985.0458333333332,190.41666666666666,4.941666666666666,2.772222222222222,,2.138888888888889,7.0,46.25,1000.9352941176471,93.88888888888889,5.038888888888889,9.720833333333333,3.4545454545454546,3.6374999999999997,0.0,,1020.475,156.08695652173913,2.2833333333333337,2.772222222222222,,2.138888888888889,7.0,46.25,1000.9352941176471,93.88888888888889,5.038888888888889,6.2250000000000005,0.0,3.779166666666667,,20.0,985.0458333333332,190.41666666666666,4.941666666666666,6.2250000000000005,0.0,3.779166666666667,,20.0,985.0458333333332,190.41666666666666,4.941666666666666
